name,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_happiness,base_total,capture_rate,classification,defense,height_m,hp,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
Rowlet,"['Overgrow', 'Long Reach']",1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,55,70,320,45,Grass Quill,55,0.3,68,88.1,722,50,50,42,grass,flying,1.5,7,0
Dartrix,"['Overgrow', 'Long Reach']",1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,75,70,420,45,Blade Quill,75,0.7,78,88.1,723,70,70,52,grass,flying,16,7,0
Decidueye,"['Overgrow', 'Long Reach']",1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,107,70,530,45,Arrow Quill,75,1.6,78,88.1,724,100,100,70,grass,ghost,36.6,7,0
Litten,"['Blaze', 'Intimidate']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,65,70,320,45,Fire Cat,40,0.4,45,88.1,725,60,40,70,fire,,4.3,7,0
Torracat,"['Blaze', 'Intimidate']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,85,70,420,45,Fire Cat,50,0.7,65,88.1,726,80,50,90,fire,,25,7,0
Incineroar,"['Blaze', 'Intimidate']",1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,115,70,530,45,Heel,90,1.8,95,88.1,727,80,90,60,fire,dark,83,7,0
Popplio,"['Torrent', 'Liquid Voice']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,54,70,320,45,Sea Lion,54,0.4,50,88.1,728,66,56,40,water,,7.5,7,0
Brionne,"['Torrent', 'Liquid Voice']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,69,70,420,45,Pop Star,69,0.6,60,88.1,729,91,81,50,water,,17.5,7,0
Primarina,"['Torrent', 'Liquid Voice']",0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,74,70,530,45,Soloist,74,1.8,80,88.1,730,126,116,60,water,fairy,44,7,0
Pikipek,"['Keen Eye', 'Skill Link', 'Pickup']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,75,70,265,255,Woodpecker,30,0.3,35,50,731,30,30,65,normal,flying,1.2,7,0
Trumbeak,"['Keen Eye', 'Skill Link', 'Pickup']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,85,70,355,120,Bugle Beak,50,0.6,55,50,732,40,50,75,normal,flying,14.8,7,0
Toucannon,"['Keen Eye', 'Skill Link', 'Sheer Force']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,120,70,485,45,Cannon,75,1.1,80,50,733,75,75,60,normal,flying,26,7,0
Yungoos,"['Stakeout', 'Strong Jaw', 'Adaptability']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,70,253,255,Loitering,30,0.4,48,50,734,30,30,45,normal,,6,7,0
Gumshoos,"['Stakeout', 'Strong Jaw', 'Adaptability']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,110,70,418,127,Stakeout,60,0.7,88,50,735,55,60,45,normal,,14.2,7,0
Grubbin,['Swarm'],1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,62,70,300,255,Larva,45,0.4,47,50,736,55,45,46,bug,,4.4,7,0
Charjabug,['Battery'],1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,82,70,400,120,Battery,95,0.5,57,50,737,55,75,36,bug,electric,10.5,7,0
Vikavolt,['Levitate'],1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,70,70,500,45,Stag Beetle,90,1.5,77,50,738,145,75,43,bug,electric,45,7,0
Crabrawler,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,82,70,338,225,Boxing,57,0.6,47,50,739,42,47,63,fighting,,7,7,0
Crabominable,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",0.5,0.5,1,1,2,2,2,2,1,1,1,0.5,1,1,2,1,2,1,132,70,478,60,Woolly Crab,77,1.7,97,50,740,62,67,43,fighting,ice,180,7,0
Oricorio,['Dancer'],0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,70,70,476,45,Dancing,70,0.6,75,24.6,741,98,70,93,fire,flying,3.4,7,0
Cutiefly,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",0.5,0.5,0,1,1,0.25,2,2,1,0.5,0.5,1,1,2,1,2,2,1,45,70,304,190,Bee Fly,40,0.1,40,50,742,55,40,84,bug,fairy,0.2,7,0
Ribombee,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",0.5,0.5,0,1,1,0.25,2,2,1,0.5,0.5,1,1,2,1,2,2,1,55,70,464,75,Bee Fly,60,0.2,60,50,743,95,70,124,bug,fairy,0.5,7,0
Rockruff,"['Keen Eye', 'Vital Spirit', 'Steadfast']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,65,70,280,190,Puppy,40,0.5,45,50,744,30,40,60,rock,,9.2,7,0
Lycanroc,"['Keen Eye', 'Sand Rush', 'Steadfast', 'Keen Eye', 'Vital Spirit', 'No Guard']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,115,70,487,90,Wolf,75,,85,50,745,55,75,82,rock,,,7,0
Wishiwashi,['Schooling'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,140,70,620,60,Small Fry,130,0.2,45,50,746,140,135,30,water,,0.3,7,0
Mareanie,"['Merciless', 'Limber', 'Regenerator']",0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,53,70,305,190,Brutal Star,62,0.4,50,50,747,43,52,45,poison,water,8,7,0
Toxapex,"['Merciless', 'Limber', 'Regenerator']",0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,63,70,495,75,Brutal Star,152,0.7,50,50,748,53,142,35,poison,water,14.5,7,0
Mudbray,"['Own Tempo', 'Stamina', 'Inner Focus']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,100,70,385,190,Donkey,70,1,70,50,749,45,55,45,ground,,110,7,0
Mudsdale,"['Own Tempo', 'Stamina', 'Inner Focus']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,125,70,500,60,Draft Horse,100,2.5,100,50,750,55,85,35,ground,,920,7,0
Dewpider,"['Water Bubble', 'Water Absorb']",1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,40,70,269,200,Water Bubble,52,0.3,38,50,751,40,72,27,water,bug,4,7,0
Araquanid,"['Water Bubble', 'Water Absorb']",1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,70,70,454,100,Water Bubble,92,1.8,68,50,752,50,132,42,water,bug,82,7,0
Fomantis,"['Leaf Guard', 'Contrary']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,55,70,250,190,Sickle Grass,35,0.3,40,50,753,50,35,35,grass,,1.5,7,0
Lurantis,"['Leaf Guard', 'Contrary']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,105,70,480,75,Bloom Sickle,90,0.9,70,50,754,80,90,45,grass,,18.5,7,0
Morelull,"['Illuminate', 'Effect Spore', 'Rain Dish']",1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,35,70,285,190,Illuminating,55,0.2,40,50,755,65,75,15,grass,fairy,1.5,7,0
Shiinotic,"['Illuminate', 'Effect Spore', 'Rain Dish']",1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,45,70,405,75,Illuminating,80,1,60,50,756,90,100,30,grass,fairy,11.5,7,0
Salandit,"['Corrosion', 'Oblivious']",0.25,1,1,1,0.25,0.5,0.5,1,1,0.25,4,0.5,1,0.5,2,2,0.5,2,44,70,320,120,Toxic Lizard,40,0.6,48,88.1,757,71,40,77,poison,fire,4.8,7,0
Salazzle,"['Corrosion', 'Oblivious']",0.25,1,1,1,0.25,0.5,0.5,1,1,0.25,4,0.5,1,0.5,2,2,0.5,2,64,70,480,45,Toxic Lizard,60,1.2,68,0,758,111,60,117,poison,fire,22.2,7,0
Stufful,"['Fluffy', 'Klutz', 'Cute Charm']",0.5,0.5,1,1,2,2,1,2,0,1,1,1,1,1,2,0.5,1,1,75,70,340,140,Flailing,50,0.5,70,50,759,45,50,50,normal,fighting,6.8,7,0
Bewear,"['Fluffy', 'Klutz', 'Unnerve']",0.5,0.5,1,1,2,2,1,2,0,1,1,1,1,1,2,0.5,1,1,125,70,500,70,Strong Arm,80,2.1,120,50,760,55,60,60,normal,fighting,135,7,0
Bounsweet,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,30,70,210,235,Fruit,38,0.3,42,0,761,30,38,32,grass,,3.2,7,0
Steenee,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,40,70,290,120,Fruit,48,0.7,52,0,762,40,48,62,grass,,8.2,7,0
Tsareena,"['Leaf Guard', 'Queenly Majesty', 'Sweet Veil']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,120,70,510,45,Fruit,98,1.2,72,0,763,50,98,72,grass,,21.4,7,0
Comfey,"['Flower Veil', 'Triage', 'Natural Cure']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,52,70,485,60,Posy Picker,90,0.1,51,24.6,764,82,110,100,fairy,,0.3,7,0
Oranguru,"['Inner Focus', 'Telepathy', 'Symbiosis']",2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,60,70,490,45,Sage,80,1.5,90,50,765,90,110,60,normal,psychic,76,7,0
Passimian,"['Receiver', 'Defiant']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,120,70,490,45,Teamwork,90,2,100,50,766,40,60,80,fighting,,82.8,7,0
Wimpod,['Wimp Out'],1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,35,70,230,90,Turn Tail,40,0.5,25,50,767,20,30,80,bug,water,12,7,0
Golisopod,['Emergency Exit'],1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,125,70,530,45,Hard Scale,140,2,75,50,768,60,90,40,bug,water,108,7,0
Sandygast,"['Water Compaction', 'Sand Veil']",0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,55,70,320,140,Sand Heap,80,0.5,55,50,769,70,45,15,ghost,ground,70,7,0
Palossand,"['Water Compaction', 'Sand Veil']",0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,75,70,480,60,Sand Castle,110,1.3,85,50,770,100,75,35,ghost,ground,250,7,0
Pyukumuku,"['Innards Out', 'Unaware']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,60,70,410,60,Sea Cucumber,130,0.3,55,50,771,30,130,5,water,,1.2,7,0
Silvally,['RKS System'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,95,0,570,3,Synthetic,95,2.3,95,,773,95,95,95,normal,,100.5,7,0
Minior,['Shields Down'],0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,100,70,500,255,Meteor,60,0.3,60,,774,100,60,120,rock,flying,40,7,0
Komala,['Comatose'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,115,70,480,45,Drowsing,65,0.4,65,50,775,75,95,65,normal,,19.9,7,0
Turtonator,['Shell Armor'],0.5,1,2,0.5,1,1,0.25,1,1,0.25,2,1,1,1,1,2,0.5,1,78,70,485,70,Blast Turtle,135,2,60,50,776,91,85,36,fire,dragon,212,7,0
Togedemaru,"['Iron Barbs', 'Lightningrod', 'Sturdy']",0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,98,70,435,180,Roly-Poly,63,0.3,65,50,777,40,73,96,electric,steel,3.3,7,0
Mimikyu,['Disguise'],0.25,1,0,1,1,0,1,1,2,1,1,1,0,1,1,1,2,1,90,70,476,45,Disguise,80,0.2,55,50,778,50,105,96,ghost,fairy,0.7,7,0
Bruxish,"['Dazzling', 'Strong Jaw', 'Wonder Skin ']",2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,105,70,475,80,Gnash Teeth,70,0.9,68,50,779,70,70,92,water,psychic,19,7,0
Drampa,"['Berserk', 'Sap Sipper', 'Cloud Nine']",1,1,2,0.5,2,2,0.5,1,0,0.5,1,2,1,1,1,1,1,0.5,60,70,485,70,Placid,85,3,78,50,780,135,91,36,normal,dragon,185,7,0
Dhelmise,['Steelworker'],1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,131,70,517,25,Sea Creeper,100,3.9,70,,781,86,90,40,ghost,grass,210,7,0
Jangmo-o,"['Bulletproof', 'Soundproof', 'Overcoat']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,55,70,300,45,Scaly,65,0.6,45,50,782,45,45,45,dragon,,29.7,7,0
Hakamo-o,"['Bulletproof', 'Soundproof', 'Overcoat']",0.5,0.5,2,0.5,4,1,0.5,2,1,0.5,1,2,1,1,2,0.5,1,0.5,75,70,420,45,Scaly,90,1.2,55,50,783,65,70,65,dragon,fighting,47,7,0
Kommo-o,"['Bulletproof', 'Soundproof', 'Overcoat']",0.5,0.5,2,0.5,4,1,0.5,2,1,0.5,1,2,1,1,2,0.5,1,0.5,110,70,600,45,Scaly,125,1.6,75,50,784,100,105,85,dragon,fighting,78.2,7,0
Tapu Koko,"['Electric Surge', 'Telepathy']",0.5,0.5,0,0.5,1,0.5,1,0.5,1,1,2,1,1,2,1,1,1,1,115,70,570,3,Land Spirit,85,1.8,70,,785,95,75,130,electric,fairy,20.5,7,1
Tapu Lele,"['Psychic Surge', 'Telepathy']",1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,85,70,570,3,Land Spirit,75,1.2,70,,786,130,115,95,psychic,fairy,18.6,7,1
Tapu Bulu,"['Grassy Surge', 'Telepathy']",1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,130,70,570,3,Land Spirit,115,1.9,70,,787,85,95,75,grass,fairy,45.5,7,1
Tapu Fini,"['Misty Surge', 'Telepathy']",0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,75,70,570,3,Land Spirit,115,1.3,70,,788,95,130,85,water,fairy,21.2,7,1
Cosmog,['Unaware'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,29,0,200,45,Nebula,31,0.2,43,,789,29,31,37,psychic,,0.1,7,1
Cosmoem,['Sturdy'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,29,0,400,45,Protostar,131,0.1,43,,790,29,131,37,psychic,,999.9,7,1
Solgaleo,['Full Metal Body'],1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,137,0,680,45,Sunne,107,3.4,137,,791,113,89,97,psychic,steel,230,7,1
Lunala,['Shadow Shield'],1,4,1,1,1,0,1,1,4,1,1,1,0,0.5,0.5,1,1,1,113,0,680,45,Moone,89,4,137,,792,137,107,97,psychic,ghost,120,7,1
Nihilego,['Beast Boost'],0.5,1,1,1,0.5,1,0.5,0.5,1,1,4,1,0.5,0.25,2,1,2,2,53,0,570,45,Parasite,47,1.2,109,,793,127,131,103,rock,poison,55.5,7,1
Buzzwole,['Beast Boost'],0.5,0.5,1,1,2,0.5,2,4,1,0.5,0.5,1,1,1,2,1,1,1,139,0,570,25,Swollen,139,2.4,107,,794,53,53,79,bug,fighting,333.6,7,1
Pheromosa,['Beast Boost'],0.5,0.5,1,1,2,0.5,2,4,1,0.5,0.5,1,1,1,2,1,1,1,137,0,570,255,Lissome,37,1.8,71,,795,137,37,151,bug,fighting,25,7,1
Xurkitree,['Beast Boost'],1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,89,0,570,30,Glowing,71,3.8,83,,796,173,71,83,electric,,100,7,1
Celesteela,['Beast Boost'],0.25,1,0.5,2,0.5,1,2,0.5,1,0.25,0,1,0.5,0,0.5,1,0.5,1,101,0,570,25,Launch,103,9.2,97,,797,107,101,61,steel,flying,999.9,7,1
Kartana,['Beast Boost'],1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,181,0,570,255,Drawn Sword,131,0.3,59,,798,59,31,109,grass,steel,0.1,7,1
Guzzlord,['Beast Boost'],2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,101,0,570,15,Junkivore,53,5.5,223,,799,97,53,43,dark,dragon,888,7,1
Necrozma,['Prism Armor'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,107,0,600,3,Prism,101,2.4,97,,800,127,89,79,psychic,,230,7,1
Magearna,['Soul-Heart'],0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,95,0,600,3,Artificial,115,1,80,,801,130,115,65,steel,fairy,80.5,7,1
Blacephalon,['Beast Boost'],0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,127,0,570,30,Fireworks,53,1.8,53,,806,151,79,107,fire,ghost,13,7,1
Marshadow,['Technician'],0.25,1,1,1,2,0,1,2,2,1,1,1,0,0.5,2,0.5,1,1,125,0,600,3,Gloomdweller,80,0.7,90,,802,90,90,125,fighting,ghost,22.2,7,1
Melmetal,['Iron Fist'],0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,143,0,600,3,Hex Nut,143,2.5,135,,809,80,65,34,steel,,800,7,1
Meltan,['Magnet Pull'],0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,65,0,300,3,Hex Nut,65,0.2,46,,808,55,35,34,steel,,8,7,1
Naganadel,['Beast Boost'],0.5,1,2,0.5,1,0.5,0.5,1,1,0.25,2,2,1,0.5,2,1,1,0.5,73,0,540,45,Poison Pin,73,3.6,73,,804,127,73,121,poison,dragon,150,7,1
Poipole,['Beast Boost'],0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,73,0,420,45,Poison Pin,67,0.6,67,,803,73,67,73,poison,,1.8,7,1
Stakataka,['Beast Boost'],0.5,1,0.5,1,0.5,4,1,0.25,1,1,5,0.5,0.25,0,0.5,0.5,1,2,131,0,570,30,Rampart,211,5.5,61,,805,53,101,13,rock,steel,820,7,1
Zeraora,['Volt Absorb'],1,1,1,0,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,112,0,600,3,Thunderclap,75,1.5,88,,807,102,80,143,electric,,44.5,7,1
